parameter,mean,sd,2.5%,25%,50%,75%,97.5%,Bulk_ESS,Tail_ESS,Rhat
"delta[Majeed, 2023: ANN, 22]",-1.76180446833317,0.615497545192492,-3.00115205553414,-2.17986546686275,-1.75074985907018,-1.34325349986349,-0.589494998799317,756.360484641366,2461.3151858384,1.00454834109023
"delta[Majeed, 2023: ANN, 23]",-1.76055488448002,0.608531167430876,-2.98442536175715,-2.17526939526352,-1.75100534699618,-1.3542846401824,-0.573072118395842,750.475877934017,2541.78350901047,1.00545721948156
"delta[Majeed, 2023: ANN, 24]",-1.75614102560713,0.613755852656995,-2.96472712325702,-2.17036526695062,-1.75022901432984,-1.34520037490041,-0.543981884846495,767.681899322775,2535.47362612069,1.00391194845373
"delta[Majeed, 2023: SVM, 36]",-1.74766475601127,0.612665303073267,-2.95608667081548,-2.16203729641638,-1.73393879859575,-1.33326134931133,-0.569566624959245,751.989010557365,2412.36575205484,1.0049172974282
"delta[Majeed, 2023: ANN, 25]",-1.75773143666853,0.614387636213034,-2.95270837957311,-2.16475827903125,-1.76304806443776,-1.34549751172904,-0.565596878360209,747.432947683802,2364.16340074026,1.00498886647238
"delta[Majeed, 2023: ANN, 26]",-1.75648197647183,0.608331846735167,-2.95361925118587,-2.17234997769427,-1.74828391400981,-1.34099080046628,-0.591480399258578,773.642879936016,2349.75104121033,1.00415184942481
"delta[Majeed, 2023: ANN, 27]",-1.75887536840759,0.611141114917414,-2.979590702711,-2.16334995917148,-1.76212566436274,-1.34955697638035,-0.557883532976027,795.104400325703,2672.77685721455,1.00457272285087
"delta[Majeed, 2023: SVM, 37]",-1.74597374642858,0.606526922801922,-2.92619970756775,-2.15402569496836,-1.74670634211387,-1.34630854813179,-0.563577173798072,765.246697322761,2452.9439901676,1.00514690053757
"delta[Majeed, 2023: ANN, 28]",-1.75584217545541,0.610435157421319,-2.95749283689758,-2.16737574096352,-1.76153338173673,-1.33929874662853,-0.564807189644201,777.272257797787,2674.98121237479,1.00376305435136
"delta[Majeed, 2023: DT, 7]",-1.73101540735194,0.615429860502675,-2.937128640106,-2.15582975721516,-1.72544275032484,-1.3136115840549,-0.555517114764163,764.746425110005,2974.84366207837,1.00502707776273
"delta[Majeed, 2023: DT, 8]",-1.73308106207409,0.618611136774125,-2.95783764942905,-2.14873912198668,-1.73204732657563,-1.30377084714997,-0.55059368522229,781.010031636165,2689.7875971065,1.00435560022288
"delta[Majeed, 2023: ANN, 29]",-1.75372738892887,0.612092342016252,-2.97403102990241,-2.16009228639452,-1.75148954407545,-1.33377085377924,-0.561812493494154,729.655360347236,2033.64753656864,1.00530886644244
"delta[Majeed, 2023: ANN, 30]",-1.74798497730401,0.611685235544717,-2.97489337869743,-2.15728809116302,-1.73815081299201,-1.33845503093955,-0.571101913383448,773.213043820644,2226.65662271369,1.00473398556884
"delta[Majeed, 2023: SVM, 38]",-1.73339920460997,0.606864209672024,-2.92006615252036,-2.13777340688221,-1.73435806558824,-1.32227394612376,-0.53661883724928,769.98001889154,2514.55517910142,1.00444412367175
"delta[Majeed, 2023: ANN, 31]",-1.74548665388802,0.619777799465131,-2.9698454298678,-2.16027427449281,-1.74712229947071,-1.32236617340694,-0.537267888893224,804.986527633357,2544.10872227264,1.00449800465923
"delta[Majeed, 2023: ANN, 32]",-1.74392054516273,0.614873945489953,-2.97144603363586,-2.15303443166369,-1.74097514616799,-1.32503162149281,-0.542692852901948,796.455189766357,3007.86569649745,1.00465019918913
"delta[Majeed, 2023: SVM, 39]",-1.73301994163266,0.6076130785197,-2.93040227375979,-2.14305714002655,-1.73365944165532,-1.31362622160772,-0.554303854697507,774.849720358003,2363.20143485338,1.00454208028609
"delta[Majeed, 2023: SVM, 40]",-1.732023680885,0.616967535482943,-2.95112757360306,-2.15239418604652,-1.72692653453054,-1.3071741924894,-0.5266987687516,764.161566749505,2677.3594292504,1.00398652209434
"delta[Majeed, 2023: SVM, 41]",-1.72777128980672,0.615776848413002,-2.94610612533148,-2.14283958754055,-1.72043432689773,-1.31065092537726,-0.521900016209547,776.463467267833,2313.94309106858,1.00457450549639
"delta[Majeed, 2023: DT, 9]",-1.72396048785889,0.611340046755775,-2.93569377878571,-2.12927632411561,-1.717865474827,-1.31746031650907,-0.542532501732822,765.247346118549,2409.89224744397,1.00567920050987
"delta[Majeed, 2023: ANN, 33]",-1.73909163770899,0.615097840093803,-2.95750150898361,-2.14893007184839,-1.74174663699308,-1.31692569174673,-0.550188928032063,789.490382638609,2469.94065018678,1.00432472293052
"delta[Majeed, 2023: ANN, 34]",-1.73747180349758,0.607388936884671,-2.95389939735229,-2.14508967996515,-1.73346384954203,-1.32338676852585,-0.5676251756757,762.991190375678,2677.46919716091,1.00517875499885
"delta[Majeed, 2023: ANN, 35]",-1.73903772077276,0.609473402109576,-2.94129676655237,-2.1492880424322,-1.74180874306979,-1.32534294740946,-0.554487789471262,771.72377821684,2559.99756431227,1.00443487209158
"delta[Majeed, 2023: ANN, 36]",-1.73919274227307,0.612761036009908,-2.94637209631631,-2.16072994303574,-1.7296417587886,-1.32731263898798,-0.559263976878922,786.151344593866,2646.34993026938,1.00472442234529
"delta[Majeed, 2023: DT, 10]",-1.72315779766654,0.619043956161129,-2.96071539263599,-2.13846721076214,-1.72157219308561,-1.29984906201177,-0.548932042271258,791.180735285867,2434.4615635999,1.00402975608995
"delta[Majeed, 2023: DT, 11]",-1.71903809635518,0.615657080052433,-2.94058644676588,-2.12046416569375,-1.71691487007777,-1.30849184594164,-0.506528427315863,786.10554976891,2816.83359263782,1.00473363155162
"delta[Majeed, 2023: DT, 12]",-1.71922219417247,0.615291016352813,-2.93490736323735,-2.13222329725489,-1.72194420763171,-1.30081197192239,-0.53495902696749,811.136055786093,2471.74280329357,1.00481770964484
"delta[Majeed, 2023: SVM, 42]",-1.72853082218838,0.617512661408964,-2.92032529183215,-2.14969090996906,-1.71626127985213,-1.31568386975292,-0.497026528508508,815.618592742616,2642.86199715823,1.00417408630846
"delta[Majeed, 2023: SVM, 43]",-1.7273500076658,0.610983389917257,-2.94803018729769,-2.12836425766104,-1.72200139125385,-1.32018250641977,-0.527109242107972,734.508847372016,2343.00283753394,1.00486256112382
"delta[Majeed, 2023: SVM, 44]",-1.72574443274352,0.616693627428559,-2.93095849009215,-2.13621837041522,-1.72213796217929,-1.31259685959534,-0.516490592716481,762.998815126338,2413.10749278861,1.00494272109532
"delta[Majeed, 2023: DT, 13]",-1.71654764506176,0.614343607078675,-2.92730417111106,-2.13261825116786,-1.71845710589843,-1.30154301662844,-0.518072400421885,759.130193196865,2349.95209859011,1.00472891432875
"delta[Majeed, 2023: DT, 14]",-1.71444920933027,0.61440027297538,-2.93479116651092,-2.13192820991534,-1.71288339747223,-1.30173233506524,-0.502102928668552,772.593461316431,2316.43948020635,1.00449717735647
"delta[Majeed, 2023: DT, 15]",-1.71738136631422,0.616827352464302,-2.93219069272266,-2.11960137341571,-1.71003800815072,-1.30749291971811,-0.501406275386333,786.965522262569,2819.88847287068,1.00455620410639
"delta[Majeed, 2023: DT, 16]",-1.71756281970026,0.607703227158655,-2.91573342168483,-2.12390981442282,-1.71591884627966,-1.29346213132219,-0.556560090752822,763.323637298109,2411.23588017419,1.00481523702021
"delta[Majeed, 2023: ANN, 37]",-1.73431866783884,0.612392436778529,-2.93594080783277,-2.14478335860039,-1.7281342280565,-1.32115735749213,-0.535269440558156,769.095349518776,2540.08908871125,1.00531185664031
"delta[Majeed, 2023: DT, 17]",-1.70891322887529,0.613908004336028,-2.92130481863,-2.12583035512695,-1.70466556200126,-1.29480649440442,-0.512438184768191,775.411179706628,2331.67680932561,1.00471268539027
"delta[Majeed, 2023: ANN, 38]",-1.72957256096888,0.614254590293802,-2.92942922080076,-2.14030931158933,-1.73257087882615,-1.30275876130066,-0.544281536196447,768.450609485666,2553.58369697658,1.00461476764971
"delta[Majeed, 2023: ANN, 39]",-1.72766352125755,0.614077176060443,-2.93298788448647,-2.13266629092661,-1.72337911194718,-1.30241083884017,-0.537315440998343,775.229762222846,2559.97720205942,1.00425464022222
"delta[Majeed, 2023: DT, 18]",-1.71012572576564,0.614709124165797,-2.91876349122088,-2.12295423852158,-1.70757256481824,-1.29497389436017,-0.514751109666286,772.033563888137,2346.03582153205,1.00493977622949
"delta[Majeed, 2023: SVM, 45]",-1.717998326278,0.608205749072966,-2.92865984889113,-2.13123426840534,-1.714929584069,-1.29892368636588,-0.545183873791127,777.723384932392,2348.34995053371,1.00440837969604
"delta[Majeed, 2023: SVM, 46]",-1.71536646986935,0.616611927289478,-2.93392813032414,-2.1264436174743,-1.70630667793641,-1.30344170719797,-0.525454935893255,778.230142678661,2520.32532926686,1.00432268366387
"delta[Majeed, 2023: ANN, 40]",-1.72367539982561,0.610186892848222,-2.96406463569715,-2.11950332667065,-1.72541719714491,-1.31107943688818,-0.549969128032717,788.577085763488,2421.03340114702,1.00414113548113
"delta[Majeed, 2023: DT, 19]",-1.70328159317872,0.609665236751841,-2.92004494189359,-2.11054307145588,-1.70013375214276,-1.29274147500833,-0.517014000798333,757.850327123918,2606.89049026615,1.00460288533792
"delta[Majeed, 2023: SVM, 47]",-1.71480406183677,0.615140410135614,-2.95486561124976,-2.1241302703743,-1.71683597063889,-1.29402291320386,-0.522085908391998,749.061220911692,2352.43826923976,1.00540365431313
"delta[Majeed, 2023: SVM, 48]",-1.71631166255824,0.606527153607672,-2.93326141477048,-2.12117607524163,-1.70958609314682,-1.30802375543968,-0.53924929952259,761.966237694493,2506.41729787939,1.00504076105926
"delta[Majeed, 2023: DT, 20]",-1.7055613269957,0.6107773877666,-2.89784330393631,-2.11167043904259,-1.69829537251591,-1.28395139084761,-0.524889011887002,752.310714588938,2511.95280673684,1.00423873651352
"delta[Majeed, 2023: DT, 21]",-1.70774241218228,0.611785473887865,-2.90351212566883,-2.12508022644659,-1.71329326388231,-1.29694509287264,-0.482736436399181,778.460993075009,2092.79437798382,1.00502210948319
"delta[Majeed, 2023: DT, 22]",-1.70381986625091,0.613716694153568,-2.91733655431326,-2.11542727391565,-1.70018832125173,-1.28595776284907,-0.511207621779357,776.425617324025,2152.88824349435,1.00517071797348
"delta[Majeed, 2023: ANN, 41]",-1.72143715247148,0.612045645583321,-2.93218387233328,-2.13090539403392,-1.71883874835238,-1.30842519998926,-0.526630472843486,775.479242627256,2503.55119125825,1.00427896287988
"delta[Majeed, 2023: ANN, 42]",-1.7206303723297,0.616842907748197,-2.9551096449833,-2.13861493432142,-1.71122083871689,-1.29588890160502,-0.544306661275428,801.864977874089,2656.80889366959,1.00424937421696
"delta[Majeed, 2023: ANN, 43]",-1.71176009434126,0.612607871763161,-2.91572961650413,-2.12170298693696,-1.71079048330514,-1.29568193553872,-0.527256765445992,782.105152701082,2730.35300683095,1.0041698971062
"delta[Majeed, 2023: ANN, 44]",-1.71626393486059,0.61264864358836,-2.92890158535185,-2.12037703393629,-1.71653044983848,-1.30499969140602,-0.537888065639959,757.35270940918,2332.87083495966,1.00453947203817
"delta[Majeed, 2023: DT, 23]",-1.69157289515612,0.619027772975248,-2.92181626544171,-2.0989514756965,-1.6876655082967,-1.27320306026738,-0.466829141034482,779.477183908281,2621.58874234411,1.00427552988152
"delta[Majeed, 2023: DT, 24]",-1.69478825185889,0.610639207617948,-2.91085689163178,-2.10204856623794,-1.68859900179837,-1.28518456177731,-0.496194910447822,793.585833333889,2433.54042604888,1.00423591776133
"delta[Majeed, 2023: ANN, 45]",-1.70452211655337,0.611532193060574,-2.91681833164558,-2.11493029887895,-1.70497599463217,-1.28741263934927,-0.526524464818343,760.688109531473,2352.27625912448,1.00447802186256
"delta[Majeed, 2023: ANN, 46]",-1.70926902161402,0.610382611374686,-2.92776118874807,-2.11864210100154,-1.70621174624961,-1.29948466848071,-0.514427148012865,798.262446334296,2607.37159271881,1.00447249084033
"delta[Majeed, 2023: ANN, 47]",-1.70208973422297,0.610842993855608,-2.90946746347782,-2.10357765070122,-1.70083768547879,-1.28722173707493,-0.517762635396393,783.912541853256,2647.98173258118,1.00390881009289
"delta[Majeed, 2023: ANN, 48]",-1.69993395867721,0.615460029978272,-2.91597237570947,-2.11936518713151,-1.70456467958784,-1.27871095761133,-0.483625118481927,771.311260422507,2449.75973765635,1.00527912704159
"delta[Mustaffa, 2024: DHR (Dynamic Harmonic Regression )]",-1.89958432799597,0.937019221920358,-3.72899536168548,-2.54535339455129,-1.88965711061433,-1.25306184862602,-0.0735718917303932,1344.25078121804,3794.65712632599,1.00263225196715
"delta[Mustaffa, 2024: SARIMA]",-1.80110672067315,0.659423112352659,-3.090770658505,-2.25226824363866,-1.8063834977868,-1.35272081033802,-0.505428052018276,773.584413131308,2438.30389199974,1.0056959222126
"delta[Mustaffa, 2024: Hybrid]",-1.96111961260641,0.656856456424222,-3.26547799493731,-2.41100663482317,-1.95101319484669,-1.5228801881477,-0.660691536515353,787.370560953692,2429.48561693701,1.00537536860462
"delta[Nabilah, 2023: Ensemble, 1]",-2.00475654945192,0.618453199856028,-3.20119633687094,-2.43189865899082,-2.00732499303559,-1.5817035759615,-0.787329086853074,769.533999876221,2609.52926021112,1.00666264411613
"delta[Nabilah, 2023: LR, 1]",-1.85520708643124,0.622045699901458,-3.09645212779462,-2.26519250391345,-1.85411701223073,-1.44165842646985,-0.615386976156068,713.044978182276,2142.35935820484,1.00645068607612
"delta[Nabilah, 2023: Ensemble, 2]",-2.00395043654011,0.626245997994627,-3.21636232849496,-2.42644527321339,-2.00101463090296,-1.57198612526795,-0.814886739001066,781.960394969973,2196.29394967632,1.00658387959557
"delta[Nabilah, 2023: Ensemble, 3]",-1.9992571299994,0.631619130418797,-3.25226395525556,-2.43358644931803,-2.00052802390304,-1.57035528688403,-0.778760088558478,763.090520769329,2349.32036505614,1.00650092606614
"delta[Nabilah, 2023: LR, 2]",-1.85688693119068,0.629043222802594,-3.09647225302871,-2.27666947793551,-1.85667905967601,-1.44630963042798,-0.631210584310522,738.017817654052,2659.20891454821,1.00580417599164
"delta[Nabilah, 2023: Ensemble, 4]",-2.00129952029496,0.627898444434133,-3.23003539084781,-2.4252245812351,-1.99459132252389,-1.57419678126288,-0.792568122307365,762.869995740931,2647.14260128014,1.0067640477218
"delta[Nabilah, 2023: LR, 3]",-1.84634266174385,0.62438384322847,-3.08034938910053,-2.27820506303219,-1.85396716163632,-1.42123184583106,-0.645769096924346,702.931473418208,2783.73411952583,1.00623769457004
"delta[Nabilah, 2023: LR, 4]",-1.84464041100536,0.620604704910936,-3.04677414045968,-2.26709032789719,-1.83939850327271,-1.42016896278568,-0.63181836524562,717.05718518723,2191.95161193149,1.00631601016383
"delta[Nabilah, 2023: LR, 5]",-1.83243355058464,0.625033275092841,-3.05283355316322,-2.25680724230315,-1.82476821939948,-1.41109359916531,-0.625951913127675,725.854194423507,2228.26850488883,1.00681456646777
"delta[Navarro Valencia, 2021: SARIMAX]",-1.78460398358816,0.667628803101023,-3.08074181128536,-2.25127205762816,-1.78761289396984,-1.3315580333369,-0.47800771476081,845.181512986963,2943.05876990066,1.00577993100635
"delta[Navarro Valencia, 2021: SARIMA]",-1.79034607725194,0.649194205263755,-3.06872479568811,-2.23155091173768,-1.79010273311513,-1.3494770272269,-0.518432009364596,806.883887904954,3118.32166123848,1.00624634852067
"delta[Navarro Valencia, 2021: LSTM]",-1.91470496660951,0.65224428726515,-3.2022676869936,-2.35346966802701,-1.92394409058197,-1.47528291753868,-0.648242892969205,772.404720342727,2439.03810053555,1.00609003321488
"delta[Nguyen, 2022: LSTM, 1]",-2.64520264115977,0.599507776314103,-3.82296849500285,-3.05337143295948,-2.64135497923277,-2.24460929894498,-1.46780683503075,703.530282257045,2256.3950311613,1.00637487758418
"delta[Nguyen, 2022: LSTM, 2]",-2.59554626593699,0.598129085114641,-3.76626477157844,-3.00593328493385,-2.59400104579152,-2.1995352594707,-1.42642627071254,683.057041823187,2356.78474694619,1.00685391231406
"delta[Nguyen, 2022: LSTM, 3]",-2.55392632155162,0.598694541301263,-3.71552105806872,-2.95680994020484,-2.55009219380973,-2.15837148859078,-1.36176295317564,682.105985856832,2586.22088653795,1.00734880519614
"delta[Nguyen, 2022: CNN, 1]",-2.56591012782195,0.603009040698387,-3.74581940708533,-2.9697278585932,-2.56867589155693,-2.16369999590059,-1.37184056076225,707.978606505483,2391.06024164902,1.00705613302392
"delta[Nguyen, 2022: LSTM, 4]",-2.53577131261238,0.602911133428706,-3.71097219763622,-2.94557523499252,-2.52597064539405,-2.13910113785912,-1.32946136244338,697.535434348404,2306.7273886487,1.0067091799339
"delta[Nguyen, 2022: XGBoost, 1]",-2.44068361783655,0.600313468770353,-3.61001659827689,-2.85204839738471,-2.44204590731633,-2.04338323997949,-1.23883390685394,685.031056338419,2177.07336484039,1.00713140067833
"delta[Nguyen, 2022: Transformer, 1]",-2.52121976767707,0.604642613529558,-3.69318922322082,-2.93120755816332,-2.52165638710637,-2.1181104302466,-1.32555453161877,717.386054378835,2225.43855614898,1.00733228085847
"delta[Nguyen, 2022: SARIMA, 1]",-2.43714246248197,0.604908318558563,-3.61277445992732,-2.8433754313407,-2.44291236804213,-2.03353863493369,-1.20651165731987,700.04924627452,2304.4554727205,1.00678181713844
"delta[Nguyen, 2022: LR, 1]",-2.43400897752423,0.607457459227847,-3.62361121724084,-2.84302857350479,-2.43387259362317,-2.02689172562488,-1.22515366657048,700.1459798129,2027.61484993641,1.0068588986814
"delta[Nguyen, 2022: XGBoost, 2]",-2.39892372823754,0.604024723148716,-3.55549103978321,-2.80786211127833,-2.40160372208919,-1.99590666669748,-1.22118419722871,714.773179655816,2361.29887841634,1.00641656863873
"delta[Nguyen, 2022: Transformer, 2]",-2.47570632445095,0.608105608116061,-3.68179657369684,-2.88048595712167,-2.47755870801478,-2.06933828227443,-1.26827061704545,710.253999530935,2363.21288167964,1.00730186806826
"delta[Nguyen, 2022: CNN, 2]",-2.49039089080778,0.602497289233842,-3.67398655869853,-2.89181549472281,-2.49112387644148,-2.08478427690461,-1.27842885079033,703.153384895962,2390.197916552,1.00732896705237
"delta[Nguyen, 2022: SVM, 1]",-2.38251249963203,0.603261684597016,-3.56462231772206,-2.79115131442658,-2.38548841508971,-1.98180066698051,-1.17653935563254,703.199121892966,2468.85412584836,1.00683653345887
"delta[Nguyen, 2022: LSTM, 5]",-2.45969318071113,0.604507544736667,-3.63974053814239,-2.86351966729744,-2.45517210806165,-2.0541004369147,-1.27413811150719,707.320048780881,2133.3826999776,1.00686540853353
"delta[Nguyen, 2022: LSTM, 6]",-2.4551308699639,0.605863203447055,-3.63780373450495,-2.86321141899597,-2.46439636047716,-2.04944936980935,-1.25067802562633,710.773295337946,2525.0804727722,1.00691465161486
"delta[Nguyen, 2022: SVM, 2]",-2.34179834091419,0.607195261505963,-3.52163363579892,-2.7495452057719,-2.34200643336123,-1.93060552385584,-1.16178393874758,720.349188253416,2419.55547315028,1.00652790649754
"delta[Nguyen, 2022: Transformer, 3]",-2.40424580815284,0.604909152142968,-3.59081890811718,-2.80877790071154,-2.40867975567475,-1.98991710463067,-1.21667466231812,704.418286734199,2570.55404468437,1.00713089913798
"delta[Nguyen, 2022: SARIMA, 2]",-2.32349444457995,0.601221687490025,-3.49811952888665,-2.73178128960384,-2.32641469721969,-1.91681209502351,-1.15186863287216,714.251642463342,2346.37074038018,1.00689784398202
"delta[Nguyen, 2022: LR, 2]",-2.325793736802,0.606521018153478,-3.51971973872446,-2.72692472595336,-2.32453870367061,-1.90591352099115,-1.13489582442964,710.721669447545,2417.48155328415,1.00659320483135
"delta[Nguyen, 2022: LR, 3]",-2.324116928586,0.604612189862868,-3.50810530494081,-2.72975175650363,-2.3201249867603,-1.92439242069245,-1.12882772627203,698.498198259129,2331.2821801777,1.00716485027991
"delta[Nguyen, 2022: LSTM, 7]",-2.39526649661591,0.604157325314441,-3.56821314925677,-2.8008468124454,-2.40928895397673,-1.98663576543706,-1.20201039851103,708.338454660186,2720.19025393267,1.0068051601228
"delta[Nguyen, 2022: CNN, 3]",-2.40887213353498,0.608881989768873,-3.60382585810412,-2.82803548829917,-2.40798424664086,-1.99324475429106,-1.21442126258848,719.168077577688,2396.38773141627,1.00672047631274
"delta[Nguyen, 2022: Transformer, 4]",-2.37987749985676,0.605329508942804,-3.57524710386109,-2.79381716058399,-2.38124996377176,-1.97157071210502,-1.1918409625887,707.197160118857,2420.01547089605,1.00696633670422
"delta[Nguyen, 2022: LSTM, 8]",-2.3766705934051,0.604506915270194,-3.56059967340287,-2.78393292664209,-2.37739075577582,-1.97333213616399,-1.18607842682131,715.230433074335,2337.40576936062,1.00675872173111
"delta[Nguyen, 2022: XGBoost, 3]",-2.24597816086283,0.610764707689372,-3.4450841191557,-2.64932514352227,-2.24282027455877,-1.82985851254226,-1.04576975114778,718.521492090904,2481.56140678169,1.00623792692073
"delta[Nguyen, 2022: SARIMA, 3]",-2.24760093557566,0.608842370786466,-3.40845267389825,-2.66405816591357,-2.25022117145713,-1.84798788761596,-1.03997907216727,714.455888168807,2046.55194811481,1.00695627121036
"delta[Nguyen, 2022: XGBoost, 4]",-2.21643792295486,0.606398525309239,-3.39698515654456,-2.63055250125156,-2.22317073587496,-1.80880533289293,-1.00895884873336,724.638948532778,2243.75224303448,1.00663984738359
"delta[Nguyen, 2022: SVM, 3]",-2.17645546129181,0.609218069982565,-3.35040555071709,-2.59468729617273,-2.17477674183486,-1.76963185743843,-0.99726437383509,718.439469933977,2462.49708466975,1.00643227307503
"delta[Nguyen, 2022: LR, 4]",-2.16022039652879,0.608280027174252,-3.3294646914275,-2.58161175878262,-2.16018079914506,-1.74249195142651,-0.96882834288244,727.529724423876,2587.23286599285,1.00687826698868
"delta[Nguyen, 2022: SVM, 4]",-2.15269085642009,0.608604142446552,-3.33704404491256,-2.56073089562155,-2.15777999803904,-1.74443827780506,-0.959728512692681,715.319404508045,2337.06412074692,1.00668793693311
"delta[Nguyen, 2022: CNN, 4]",-2.19859073483316,0.614498176535786,-3.40239488414125,-2.61853110080048,-2.20834671174866,-1.78814767844578,-0.979528145758894,732.233318927969,2341.37224982388,1.00678796850187
"delta[Nguyen, 2022: LSTM, 9]",-2.14550765678547,0.612226593663383,-3.33824243731847,-2.55573626102366,-2.14962103762739,-1.73707541437319,-0.944214716722317,735.385461125445,2543.97408613233,1.00658747350849
"delta[Nguyen, 2022: CNN, 5]",-2.14310230064596,0.609807926932636,-3.31081189714856,-2.57010949990381,-2.13888225019676,-1.72950633350811,-0.953031621918652,735.642202862349,2244.70390765857,1.00647320042969
"delta[Nguyen, 2022: LSTM, 10]",-2.11686038250177,0.613226060008988,-3.28774564616484,-2.52897450526714,-2.12324868873616,-1.70508445256561,-0.910936050909945,732.075144284916,2304.05122089548,1.00623035936818
"delta[Nguyen, 2022: SARIMA, 4]",-2.00926022517648,0.617519042115174,-3.22402621301872,-2.42218104614695,-2.01357426010358,-1.60504099721596,-0.779429773616626,738.468254547437,2561.54764400743,1.00646447019107
"delta[Nguyen, 2022: LSTM, 11]",-2.09520751790249,0.614575949701883,-3.2992127192593,-2.51248127896259,-2.10449526428755,-1.68607094928588,-0.8705969960513,738.465275143701,2485.54288563472,1.0069790752583
"delta[Nguyen, 2022: Transformer, 5]",-2.07503633099668,0.617200967435382,-3.26566181803079,-2.48650731570196,-2.08656879923742,-1.66126665038581,-0.850415521978538,731.242911373427,2278.90196485142,1.00662705607364
"delta[Nguyen, 2022: LSTM, 12]",-2.06815548206504,0.61459410635005,-3.25143424781211,-2.48808484880913,-2.06998206550118,-1.66664332129143,-0.836974830307894,725.401493000223,2476.54717382782,1.00675619259013
"delta[Nguyen, 2022: LSTM, 13]",-2.05675696017703,0.614550853795947,-3.26822765155607,-2.46709599273139,-2.05556355357953,-1.64612101910604,-0.858145512202999,712.173952594207,2338.04268008318,1.00651597798859
"delta[Nguyen, 2022: SVM, 5]",-1.93061765523511,0.608819240125534,-3.11854349266617,-2.34071747907814,-1.925967416042,-1.52527677576771,-0.709052311769426,708.86910389776,2606.45337308541,1.00750385986611
"delta[Nguyen, 2022: LSTM, 14]",-2.02962916972081,0.612914684726025,-3.20368779213608,-2.4482284100542,-2.02907051127521,-1.61269556707898,-0.813299803864486,726.602573930313,2354.58806539653,1.00642929584297
"delta[Nguyen, 2022: CNN, 6]",-2.03224427788468,0.616684956443674,-3.23617669765269,-2.44375136304268,-2.03201046167077,-1.61726049627402,-0.821997652949555,743.777231780093,2404.88664056127,1.00624825062598
"delta[Nguyen, 2022: LSTM, 15]",-2.00155557252432,0.621775452285449,-3.22692682669463,-2.41569659562376,-2.00953881737235,-1.58187913087638,-0.761664838447392,710.98056864148,2236.7491486667,1.00627083729236
"delta[Nguyen, 2022: CNN, 7]",-2.01954106340475,0.625116810247502,-3.24759896747203,-2.44536107515292,-2.02532965321935,-1.59603776099296,-0.796235813491165,757.61511483512,2581.88018944117,1.00651486292236
"delta[Nguyen, 2022: LSTM, 16]",-2.00031462991107,0.623388303177523,-3.22621009765197,-2.42253280349451,-2.00505039311243,-1.58434208791693,-0.758591135783255,746.802260212079,2445.43503812759,1.00636055951761
"delta[Nguyen, 2022: Transformer, 6]",-1.99738366695465,0.621701460978385,-3.20753226612476,-2.42759283313514,-1.99736746260143,-1.57627445464353,-0.784680516482439,762.683387556003,2358.43470911631,1.00591124800352
"delta[Nguyen, 2022: LSTM, 17]",-1.99752381021877,0.620912086123109,-3.21320794991776,-2.4183503807427,-1.99926592129736,-1.57777469742123,-0.765828311759444,739.993741103475,2338.43947901297,1.00633398937023
"delta[Nguyen, 2022: LSTM, 18]",-1.99798497088543,0.615993998124978,-3.20062524965992,-2.41368811491544,-1.99852472622165,-1.58761914584023,-0.794726799233186,732.083130522515,2107.56527628005,1.00679415283463
"delta[Nguyen, 2022: CNN, 8]",-2.0150907341295,0.617364124234555,-3.23956002163462,-2.42348423229709,-2.0199441221033,-1.60154684238791,-0.788061458879037,736.40739566192,2304.68301838683,1.00669392225723
"delta[Nguyen, 2022: SVM, 6]",-1.88643078358454,0.614256841797466,-3.09851422779942,-2.29747880032852,-1.88236644141451,-1.48171711549202,-0.67882989331676,718.735218197011,2190.4562392327,1.00663748910563
"delta[Nguyen, 2022: LSTM, 19]",-1.9878763722458,0.621649003500785,-3.20615208133952,-2.40335999427323,-1.98250282461035,-1.5639362886518,-0.777045944794124,721.121307176047,2465.46813105515,1.00734622374845
"delta[Nguyen, 2022: LSTM, 20]",-1.98358784503285,0.614277694352467,-3.17518163939978,-2.39614273659353,-1.98565011505249,-1.57594384530574,-0.775326193206298,738.430884656088,2540.20448683409,1.00635652885456
"delta[Nguyen, 2022: Transformer, 7]",-1.97338951575681,0.613815677206863,-3.18337374441049,-2.3905653691552,-1.97739922099891,-1.5653878024911,-0.769394427670778,729.101098365559,2453.96978953925,1.00709316458474
"delta[Nguyen, 2022: LSTM, 21]",-1.97174520052139,0.611823686800376,-3.15596843994608,-2.3860164061217,-1.97740630121694,-1.55567408778023,-0.766683824056715,715.32166418215,2376.20846920108,1.00680042954708
"delta[Nguyen, 2022: CNN, 9]",-1.98531578950945,0.615303732702258,-3.18956572977532,-2.39889279209054,-1.97867414969419,-1.57663553645481,-0.758200880262467,732.316093967441,2244.63095179029,1.00668455925642
"delta[Nguyen, 2022: LSTM, 22]",-1.96847715675161,0.618365259880231,-3.17244108053291,-2.38581039504908,-1.97240144476955,-1.54853943791973,-0.746184990702879,736.859140185075,2526.59120024136,1.00630453821631
"delta[Nguyen, 2022: Transformer, 8]",-1.96508271621614,0.623355911005139,-3.17990999031642,-2.38794031014941,-1.96459806540064,-1.55029954238172,-0.727486289660743,734.147580856862,2657.47183356988,1.00707026615179
