parameter,mean,sd,2.5%,25%,50%,75%,97.5%,Bulk_ESS,Tail_ESS,Rhat
"delta[Appice, 2020: SVM, 15]",-1.67150104327115,0.627528623353671,-2.89125269434101,-2.09038674297213,-1.66651946852329,-1.24260775270739,-0.444870821925412,799.790807222327,2515.65974035255,1.00567916878776
"delta[Appice, 2020: ARIMA, 13]",-1.84437522438546,0.631843757748603,-3.09347778249122,-2.2765296426604,-1.83958652547197,-1.41199878880697,-0.628574864603996,864.443698468063,2636.38999651352,1.00607769957197
"delta[Appice, 2020: ANN, 12]",-1.67961697992038,0.63658781718197,-2.9167840454411,-2.11071764967842,-1.67788557294214,-1.24160237132506,-0.445621905389499,800.180940641816,2707.72246362169,1.00607493756256
"delta[Appice, 2020: RF, 17]",-1.66076955337605,0.63369590283659,-2.9043443076005,-2.08709140337035,-1.65701128964364,-1.2339338434942,-0.436690109798205,828.579609082838,2166.30719432077,1.00566522298958
"delta[Appice, 2020: RF, 18]",-1.65875195304201,0.63254106000487,-2.90248972773648,-2.0866416592094,-1.65501195918038,-1.23184568371574,-0.44119307912247,810.81305278746,2463.02346473842,1.00670480044054
"delta[Appice, 2020: SVM, 16]",-1.65729589077466,0.636336673621502,-2.90014828815532,-2.09018135864745,-1.66238658595035,-1.22287586938103,-0.407074456408334,820.208398314074,2454.28102909216,1.00609050946517
"delta[Appice, 2020: RF, 19]",-1.65107242387282,0.635670546439731,-2.89872201357681,-2.07057817547821,-1.65424554063019,-1.21538911662944,-0.421999763273341,812.356977802815,2447.92843608434,1.00690537057693
"delta[Appice, 2020: ARIMA, 14]",-1.82545622591027,0.638782717607946,-3.09970086021722,-2.25874309304803,-1.81517589813206,-1.3884635046194,-0.579846674902787,858.865325301935,2257.80230311212,1.00598720406542
"delta[Appice, 2020: SVM, 17]",-1.6516723632607,0.635629967048991,-2.90316397046759,-2.07486314928182,-1.65290511002395,-1.21709275069905,-0.414099271426045,846.385064235436,2419.80984267916,1.00592361951714
"delta[Appice, 2020: k-NN, 16]",-1.97459122719572,0.638477744892824,-3.21638345051582,-2.40561805175722,-1.97052584115243,-1.54819818454333,-0.724155083438524,850.930048318879,2216.88238766026,1.00559915602742
"delta[Appice, 2020: RF, 20]",-1.64100874767655,0.638468259817974,-2.87273139479173,-2.06907740768538,-1.6331956374115,-1.20926165158952,-0.393613755171581,819.655960913086,2380.62918311617,1.00565364088305
"delta[Appice, 2020: VAR, 15]",-1.94800487497457,0.634251049437501,-3.18859135250583,-2.37696313922633,-1.9447429003072,-1.51102794550108,-0.723860572864648,834.91829857267,2608.71021306708,1.00556695424825
"delta[Appice, 2020: ANN, 13]",-1.65223208552619,0.639914096236471,-2.8986226343304,-2.08399508736535,-1.65272667500994,-1.21552879586776,-0.401333326926828,855.658062772075,2645.48891948637,1.00561514197726
"delta[Appice, 2020: ANN, 14]",-1.64926230301791,0.635654564951043,-2.89524480221333,-2.08762880262653,-1.64741755405773,-1.21714681040176,-0.412702210273248,837.795315303542,2284.23803828033,1.00547915571853
"delta[Appice, 2020: VAR, 16]",-1.94287987329085,0.639891854883281,-3.20691665734847,-2.37010744980236,-1.93922167240031,-1.51592416333246,-0.686855209451681,826.414805127679,2416.67772072639,1.0052582169547
"delta[Appice, 2020: SVM, 18]",-1.63048599471059,0.628644506290964,-2.86966719309543,-2.05334211921021,-1.6341111595803,-1.19897602513816,-0.420337331734299,850.801147163959,2356.05190804057,1.00587039775229
"delta[Appice, 2020: RF, 21]",-1.6244923904096,0.63270410005012,-2.87720971640982,-2.05171303013813,-1.61917933115012,-1.19225264451256,-0.404788064024009,820.146416349677,2244.84022660758,1.00620659427719
"delta[Appice, 2020: SVM, 19]",-1.6199654699806,0.630785866750121,-2.81230624915549,-2.05137208648813,-1.6262327262565,-1.19899358981582,-0.365040171328412,818.317461020908,2323.2511768913,1.00542607750587
"delta[Appice, 2020: VAR, 17]",-1.93540146612029,0.637629264999645,-3.18979114075732,-2.36426675045433,-1.93421016671514,-1.50493310736836,-0.6875819370603,806.367230647778,2142.757468402,1.00581538489217
"delta[Appice, 2020: VAR, 18]",-1.93436341009568,0.633391746040631,-3.17541982030622,-2.35924301219657,-1.93566500687241,-1.5151787319327,-0.711768791325465,827.921599135664,2574.07012649344,1.00577287185518
"delta[Appice, 2020: SVM, 20]",-1.62248444689649,0.629378365170197,-2.85298931712621,-2.05126824293854,-1.61507513754633,-1.19448247718489,-0.400589250551217,832.82892831604,2319.26608364184,1.00553815005058
"delta[Appice, 2020: RF, 22]",-1.61967667126159,0.63378136894885,-2.89157106860699,-2.03576057816769,-1.61932528465757,-1.18952149047397,-0.407464759095748,855.360891995809,2347.47054138757,1.00602210160223
"delta[Appice, 2020: SVM, 21]",-1.61928536810148,0.636370582813145,-2.86626442900432,-2.04281590769449,-1.61315235703571,-1.18331910903106,-0.382992104178341,808.562999105977,2803.42883377834,1.00643599553908
"delta[Appice, 2020: ANN, 15]",-1.63101293149265,0.633847002229884,-2.85696967081849,-2.06947081869734,-1.63619111944679,-1.195906068532,-0.394047938958954,818.362282773269,2201.37920048385,1.00591387681182
"delta[Appice, 2020: SVM, 22]",-1.61839934706569,0.635226776021958,-2.86065383234671,-2.04830182173733,-1.60846684460161,-1.18073572507163,-0.384074721203801,838.112796096502,2318.06688318718,1.00595773684272
"delta[Appice, 2020: ARIMA, 15]",-1.79320266270625,0.639490903306871,-3.03575658059452,-2.22107556602884,-1.79396870903835,-1.36418552621437,-0.547192280565368,804.050967184952,2021.13409805486,1.00578713192163
"delta[Appice, 2020: ARIMA, 16]",-1.78901524359568,0.632423673442942,-3.01796690679923,-2.21299754985746,-1.79527170034527,-1.35299887752721,-0.541323060463143,855.136021656674,2296.68033914087,1.00541937427865
"delta[Appice, 2020: k-NN, 17]",-1.94268369761451,0.636857682631391,-3.19570466886613,-2.37105232623747,-1.94819999077091,-1.51239997144635,-0.703192315158393,859.216396499928,2087.44724857008,1.00502479320341
"delta[Appice, 2020: ANN, 16]",-1.62866565654173,0.631933969424627,-2.87490188510239,-2.0572244428695,-1.63257521268491,-1.19564799448775,-0.394981886002533,831.424427197153,2300.88682419968,1.00592980551789
"delta[Appice, 2020: k-NN, 18]",-1.94017103436682,0.642260261146549,-3.21812599683542,-2.37795038551453,-1.9296393982302,-1.50903516459994,-0.68449104709711,841.45940826338,2514.80907160573,1.00545027303678
"delta[Appice, 2020: k-NN, 19]",-1.93703309035469,0.638237535798629,-3.18195019587831,-2.37649779948111,-1.94033485524233,-1.51715679251388,-0.684289033077176,859.839450660892,2505.42696367116,1.00473973909991
"delta[Appice, 2020: ANN, 17]",-1.62171848889782,0.633658806263297,-2.86631791904005,-2.04749183101415,-1.61674139988498,-1.1938398893261,-0.387311071022997,848.206560616517,2390.12448343184,1.00592637130488
"delta[Appice, 2020: SVM, 23]",-1.60252964963916,0.635784955259735,-2.84734686525085,-2.02828914700487,-1.600700002474,-1.16846500187541,-0.374699142700645,812.68990569332,2542.13245042195,1.0064502243355
"delta[Appice, 2020: ANN, 18]",-1.61851786103138,0.631614352429394,-2.83107795294944,-2.0465090405388,-1.62182754284231,-1.19215816019872,-0.36895341528983,833.36133982787,2419.07429356332,1.00555289337898
"delta[Appice, 2020: k-NN, 20]",-1.93784043993602,0.642579489787215,-3.1956633576217,-2.3796244202488,-1.93629829130738,-1.49708503491791,-0.676510332332332,872.381133686222,2070.42920709435,1.00532822561122
"delta[Appice, 2020: k-NN, 21]",-1.93744742565221,0.638368452958995,-3.1874497786042,-2.37091551721791,-1.94426377222151,-1.50477085404327,-0.67875330769926,842.396148215704,2086.51847377235,1.00596959246974
"delta[Appice, 2020: k-NN, 22]",-1.92975436175958,0.64109944003087,-3.19501118649149,-2.3640765881417,-1.93043683022762,-1.48898368542962,-0.688319434148257,834.430367341563,2286.50787934126,1.00577588442413
"delta[Appice, 2020: ANN, 19]",-1.60967772559789,0.633352899663608,-2.85351510483553,-2.03813184601478,-1.61164016048585,-1.17797609307846,-0.38071037779095,857.223074926168,2296.4878538689,1.00588085393479
"delta[Appice, 2020: k-NN, 23]",-1.92953263831838,0.639889975502553,-3.18707467518466,-2.36091401771623,-1.92460604625363,-1.49022841690243,-0.703024678959408,845.908001109539,2591.44713040201,1.00586919506537
"delta[Appice, 2020: VAR, 19]",-1.9070775357559,0.639768517855336,-3.14379569552975,-2.33589854492488,-1.91170902329602,-1.46624860244702,-0.681921187239569,824.553533141931,2399.6935728536,1.00523753593948
"delta[Appice, 2020: ANN, 20]",-1.60103288169281,0.632788820611976,-2.84897412187305,-2.01914903618189,-1.60035262898363,-1.1786847756292,-0.331289558328587,836.063838812206,2408.16125691281,1.00639514131878
"delta[Appice, 2020: RF, 23]",-1.579228828067,0.63668210609717,-2.80580032723747,-1.99781999672007,-1.57174416277208,-1.14358822666374,-0.361542417475905,836.229095709751,2363.9059863646,1.00643872607118
"delta[Appice, 2020: SVM, 24]",-1.58409167745354,0.627960273332926,-2.81107874445797,-2.01238594007575,-1.59168473372166,-1.15625687346657,-0.372045669947967,818.254960748947,2101.81215568884,1.00624739736634
"delta[Appice, 2020: VAR, 20]",-1.90124303266006,0.638406982366072,-3.15481293746726,-2.32818178776477,-1.89831785388328,-1.48000194241599,-0.668097470969316,854.497826253492,2594.96207654177,1.00567401928512
"delta[Appice, 2020: k-NN, 24]",-1.91736338096962,0.638665559311036,-3.19311661263807,-2.3448133062742,-1.90597994057544,-1.4856107244998,-0.676749267478783,807.970012914641,2238.22069735661,1.00591468675567
"delta[Appice, 2020: ARIMA, 17]",-1.75458028894198,0.63172133827876,-2.98157727750361,-2.18436352508108,-1.75051032078824,-1.31529561657435,-0.535616539055698,851.708889228417,2406.20682819197,1.00591131478493
"delta[Appice, 2020: SVM, 25]",-1.57418227087133,0.635769340030022,-2.83869235517977,-2.00872236120939,-1.56854602021601,-1.13611616426765,-0.331278929207704,848.562163893753,2575.87079294528,1.00542435507503
"delta[Appice, 2020: ARIMA, 18]",-1.7528802911368,0.642272032470068,-3.04680574228221,-2.18734369812712,-1.74598991114857,-1.31569389265457,-0.506464086459399,847.001983256722,2532.97376530569,1.00523822543467
"delta[Appice, 2020: RF, 24]",-1.56241830853941,0.641297584720236,-2.78800859589051,-2.00221062177084,-1.56028412535924,-1.1232963681221,-0.329255374309736,848.756620559742,2551.7447707125,1.00590132814419
"delta[Appice, 2020: k-NN, 25]",-1.90640722890172,0.643071274460838,-3.16350847499125,-2.34306538611859,-1.90729546250396,-1.46268680974395,-0.661961480294713,855.81832195602,2263.24605045911,1.00603973141719
"delta[Appice, 2020: ANN, 21]",-1.58212232731069,0.637266545560984,-2.81539823084952,-2.02006730416266,-1.57976196105222,-1.15943560504425,-0.31461074761277,828.121727722414,2394.47255244575,1.00512512540988
"delta[Appice, 2020: RF, 25]",-1.56014996035052,0.636193220706946,-2.83403025611577,-1.98441399863409,-1.55200397106025,-1.13990994332681,-0.314609081242718,836.363378450175,1986.54881910183,1.00615087005583
"delta[Appice, 2020: k-NN, 26]",-1.90155342210449,0.64124618764153,-3.16432094278163,-2.33284676538674,-1.90235391120911,-1.46547028310207,-0.659760179231664,874.047312038491,2585.11173058095,1.00510830045116
"delta[Appice, 2020: ARIMA, 19]",-1.74518392991322,0.642167858803279,-2.99545271508686,-2.1728509780736,-1.75520883347008,-1.3063909926474,-0.47121768834805,859.421954374839,2381.0563202505,1.00598241659852
"delta[Appice, 2020: ANN, 22]",-1.5761671721075,0.635489422405554,-2.80031642946273,-2.01062437233881,-1.57223909284243,-1.14233081458766,-0.341096168409913,840.815438479592,2341.93441750348,1.00507241826803
"delta[Appice, 2020: VAR, 21]",-1.87561314783943,0.642823032166016,-3.1339780667245,-2.29932450638452,-1.87029977013491,-1.43475475110839,-0.64073968830017,840.373295021745,2209.70431329867,1.00511835362558
"delta[Appice, 2020: ARIMA, 20]",-1.74020792399918,0.633381991037111,-3.00882372299658,-2.16272276842249,-1.73478857318528,-1.30880130156355,-0.51261725763607,860.45253181529,2683.48115402795,1.00519405819795
"delta[Appice, 2020: VAR, 22]",-1.87830328629457,0.643669365422424,-3.14689888885077,-2.3139821072175,-1.87451648337333,-1.45778249464219,-0.607920684790419,837.558227960001,2576.67539440609,1.00531523513755
"delta[Appice, 2020: ANN, 23]",-1.57042993421933,0.636672474059964,-2.8278390880607,-2.00596098050231,-1.56806172831942,-1.13444397762623,-0.331661702225649,847.639026931665,2314.40085038907,1.00554431980358
"delta[Appice, 2020: SVM, 26]",-1.55632587193976,0.633571739497622,-2.7860241800652,-1.99020398810666,-1.56005654024228,-1.13610701274722,-0.309091465632953,818.727176008815,2458.38819563592,1.00566240379448
"delta[Appice, 2020: VAR, 23]",-1.87414722531803,0.640522878153733,-3.1290545893635,-2.30060824347422,-1.89011510277071,-1.44073352321102,-0.617943432096481,857.653800044398,2216.89098634385,1.00611858419708
"delta[Appice, 2020: ARIMA, 21]",-1.732091149174,0.637803662903488,-3.00208569556318,-2.16138102919613,-1.72484575839801,-1.29124552649077,-0.476416453867931,835.629714059992,2362.066211905,1.00615888541478
"delta[Appice, 2020: ARIMA, 22]",-1.73367340372652,0.634290184302758,-2.96406999595151,-2.16275919609402,-1.73506840211158,-1.30821685456291,-0.514804782597901,870.214633861425,2284.189819836,1.00565172902463
"delta[Appice, 2020: VAR, 24]",-1.86695206732131,0.646906977604344,-3.11861084568459,-2.2987349877802,-1.86888978378373,-1.43212867674503,-0.594443517529231,867.519903506644,2740.35760587575,1.00551748816539
"delta[Appice, 2020: RF, 26]",-1.54023745437708,0.635059160811475,-2.78966363284492,-1.96360767940342,-1.54628988173043,-1.10586829765812,-0.299426162618494,815.453995693713,2129.18574191377,1.00545188494524
"delta[Appice, 2020: ANN, 24]",-1.56079043842963,0.63745857710678,-2.81308388973519,-2.00209846578394,-1.5578493364564,-1.11609766006918,-0.323570096329735,850.004276985738,2460.59038190159,1.00592830514975
"delta[Appice, 2020: k-NN, 27]",-1.87690114720722,0.643319987750192,-3.14881690396593,-2.31494140918249,-1.86569638118695,-1.44479359445361,-0.622657615149412,862.491620789805,2277.64348744406,1.00552214745648
"delta[Appice, 2020: SVM, 27]",-1.54108014479592,0.633145478493177,-2.75560201130584,-1.96966083875152,-1.53774584941684,-1.1050797931251,-0.319305114262416,860.441888166388,2675.10507242728,1.00566831716103
"delta[Appice, 2020: k-NN, 28]",-1.87572408027695,0.644563259125216,-3.1228140183602,-2.31080610173315,-1.87841674344876,-1.43142252353189,-0.62533643879717,806.129859602169,2277.58101410119,1.00585342534487
"delta[Appice, 2020: RF, 27]",-1.52827450857933,0.636700130312701,-2.78818516998341,-1.95846802830371,-1.52833769517593,-1.10332166276417,-0.285630095840249,802.584059128858,2085.41885103502,1.00611243119645
"delta[Appice, 2020: ANN, 25]",-1.54375275128617,0.64875707649972,-2.82124804006811,-1.99299820508053,-1.54267854145755,-1.09571809896342,-0.29737604237567,845.910145476552,2470.79204047085,1.00571155667789
"delta[Appice, 2020: SVM, 28]",-1.52662844539629,0.640992219091114,-2.77998418404478,-1.96304542227127,-1.51931024984431,-1.08950708841968,-0.29060591670629,837.91484069346,2569.2995866143,1.00614102403994
"delta[Appice, 2020: ARIMA, 23]",-1.70625073841896,0.64018357086254,-2.97227602212434,-2.13297093545381,-1.70761185961816,-1.27155846790078,-0.459425419005376,861.075371253149,2279.62209186404,1.00598149535364
"delta[Appice, 2020: ANN, 26]",-1.53796890594447,0.643951738075026,-2.79382947339497,-1.97963418265459,-1.53561726422972,-1.09870619094312,-0.279277195935584,872.313036547757,2535.78059322134,1.00546035588126
"delta[Appice, 2020: ANN, 27]",-1.53791075189042,0.635668139219692,-2.77019323558861,-1.9749839829738,-1.53271389424568,-1.10730946034442,-0.310806629841877,855.407459309837,2270.89279875182,1.00533066756426
"delta[Appice, 2020: k-NN, 29]",-1.86253318270306,0.642437302875925,-3.13919489833732,-2.27909187804107,-1.86087469143618,-1.43456577151956,-0.59664792827085,837.950804027723,2449.43357398492,1.00536702912598
"delta[Appice, 2020: SVM, 29]",-1.51142573513497,0.635992707965924,-2.7569628962543,-1.93592603760369,-1.50601982074293,-1.0737378392999,-0.284373202960382,821.194061285127,2349.22626134963,1.00612180617832
"delta[Appice, 2020: ANN, 28]",-1.52299195381053,0.637747418449086,-2.78598334447177,-1.95807451474809,-1.52275659477729,-1.0823953080973,-0.278456341211127,825.321742408347,2295.11893310157,1.00528531693952
"delta[Appice, 2020: VAR, 25]",-1.83376581612355,0.642741671598813,-3.12146863638089,-2.25369802049049,-1.82400038151157,-1.40154333058802,-0.57408843863839,871.355051884805,2571.69051413415,1.00503153756343
"delta[Appice, 2020: ARIMA, 24]",-1.66486457679772,0.638517304216655,-2.89134071912154,-2.09993113237139,-1.66673909140051,-1.23047899902442,-0.416776751030688,878.783083302902,2599.61877892154,1.00546770866425
"delta[Appice, 2020: ANN, 29]",-1.4901798557854,0.645077480634302,-2.77314731788692,-1.93334031934197,-1.47678694762015,-1.04639732937246,-0.253838564154957,874.159339865293,2677.77837318283,1.00528819132948
"delta[Appice, 2020: RF, 28]",-1.47070712979052,0.639871030838807,-2.71610216341405,-1.90349239620321,-1.46896555939458,-1.03709177693403,-0.214481607743528,824.969287021464,2365.41868014475,1.00565221268077
"delta[Appice, 2020: RF, 29]",-1.47085315701973,0.639858843956024,-2.71647023996608,-1.90025658891425,-1.46543893554535,-1.04000033369488,-0.210727170395627,820.690164166495,2756.40036789928,1.00616246348899
"delta[Appice, 2020: k-NN, 30]",-1.82682850083853,0.643577739922547,-3.06772672341949,-2.25935339703906,-1.82423453600929,-1.39499426915117,-0.562568673556192,853.900030980118,2354.86480130429,1.00589609383054
"delta[Appice, 2020: VAR, 26]",-1.79910145237456,0.65069104560617,-3.07938238508662,-2.23286057489942,-1.79487273114354,-1.35932873797641,-0.535154589530057,865.47174505073,2453.09262461996,1.00517204910075
"delta[Appice, 2020: SVM, 30]",-1.46197942578167,0.642032376038569,-2.72718611367497,-1.89865208276685,-1.46707154208245,-1.0209708597221,-0.211887135104496,847.376129480649,2520.04811012123,1.00540636950603
"delta[Appice, 2020: ARIMA, 25]",-1.64425432242838,0.643004483245551,-2.90649918796346,-2.07423108517795,-1.64866990159525,-1.20306049318342,-0.408252212455928,839.649107043572,2384.51443236976,1.00619399380678
"delta[Appice, 2020: ARIMA, 26]",-1.61858622673692,0.640352607564479,-2.86813474177866,-2.05833330303936,-1.62330682271852,-1.17829545064529,-0.360848449254106,857.432395039152,2464.30510217242,1.0057158466211
"delta[Appice, 2020: VAR, 27]",-1.7610060340266,0.643559162324941,-3.02787225138224,-2.1900730966611,-1.75064433535742,-1.32669011642305,-0.515571897134771,889.144392572683,2391.12905134155,1.00524854742813
"delta[Appice, 2020: RF, 30]",-1.4147672721951,0.643215560140447,-2.66244189428175,-1.85291545405828,-1.418521553549,-0.97974366131595,-0.179702630516606,844.96490054232,2133.7111631795,1.00557770207241
"delta[Appice, 2020: ANN, 30]",-1.44001601230356,0.638839887061017,-2.6870648346684,-1.87726249907112,-1.43893820942414,-0.999830881003353,-0.212511144173011,845.896708627516,2531.12830609085,1.00477245268302
"delta[Appice, 2020: VAR, 28]",-1.75408203462679,0.655040115891845,-3.03992668374468,-2.19745388909088,-1.75969251866182,-1.30910573629917,-0.468847088739571,861.260466842414,2342.25592871404,1.00608103850533
"delta[Appice, 2020: RF, 31]",-1.40633690935696,0.644252317852504,-2.68075968681385,-1.82944911666513,-1.40357622339886,-0.965682889202158,-0.180598314647778,828.289446118649,2367.01349765838,1.00561547235602
"delta[Appice, 2020: ARIMA, 27]",-1.60272783170053,0.647080786842475,-2.87620376708534,-2.03179578008664,-1.60266801441443,-1.17086011529332,-0.358282790357449,875.559316620486,2332.15944501071,1.00526657805493
"delta[Appice, 2020: VAR, 29]",-1.75455623665228,0.64765275507517,-3.03013911045428,-2.18733261522427,-1.7551128482771,-1.3180386665221,-0.516606713581555,850.994438242968,2272.83253162413,1.00521338255386
"delta[Appice, 2020: k-NN, 31]",-1.77367434866942,0.650704442135538,-3.04989147942842,-2.21521424874687,-1.77824861887636,-1.33505736612972,-0.509689242866929,850.352144026808,2404.19481483394,1.0051322753871
"delta[Appice, 2020: ARIMA, 28]",-1.60359779803375,0.638750164989299,-2.86660248561162,-2.02964598076783,-1.59058638978677,-1.17411239270181,-0.355742160988491,823.807851803111,2134.20013768588,1.00644474485448
"delta[Appice, 2020: SVM, 31]",-1.41273504528174,0.645406997388302,-2.65897285941051,-1.84642797080276,-1.41040281696393,-0.982211742899356,-0.164670889984683,875.389196068032,2320.99195180429,1.00605364624814
"delta[Appice, 2020: RF, 32]",-1.40368097883697,0.645630901935464,-2.68838080985485,-1.83812269855023,-1.40023890875008,-0.968799768044516,-0.160375543422574,831.626333848689,2475.20681904811,1.00539041291207
"delta[Appice, 2020: ANN, 31]",-1.42509246151836,0.645983444047055,-2.68952744119205,-1.85576522730048,-1.42708968858136,-0.985612495450283,-0.153722377126136,860.202231213617,2204.5769325348,1.00546957021506
"delta[Appice, 2020: ARIMA, 29]",-1.60289252676879,0.640152121988032,-2.84667323422568,-2.03563490536629,-1.6018452907319,-1.16358482855324,-0.359320409330479,891.685713086018,2502.57790623055,1.00498859021292
"delta[Appice, 2020: VAR, 30]",-1.75136217406804,0.65222736315328,-3.01882160972025,-2.18917568112288,-1.75269016395232,-1.30371295945469,-0.488900609394563,853.706052082376,2385.19692579081,1.00539812877264
"delta[Appice, 2020: VAR, 31]",-1.74480148414612,0.654992111423365,-3.03650681022459,-2.18319672626808,-1.74869600978792,-1.29977484380371,-0.473401412504504,874.358886913892,2443.92436518912,1.00522658834435
"delta[Appice, 2020: SVM, 32]",-1.40498814525628,0.644504399054532,-2.67844973655757,-1.83482710672105,-1.40059696015674,-0.970836006620368,-0.125107579438803,873.064366525048,2404.53455405043,1.00482000948812
"delta[Appice, 2020: k-NN, 32]",-1.76920997244273,0.643691398932557,-3.03400033654175,-2.20982265793642,-1.7737620195929,-1.32630986821868,-0.526191105185312,847.941974100669,2356.93541225476,1.00606043825606
"delta[Appice, 2020: ANN, 32]",-1.4220962471032,0.639901486289124,-2.67848939542341,-1.8613716297817,-1.42079122897354,-0.987435910748436,-0.182720845210628,897.958511511469,2557.03265588528,1.00576377657593
"delta[Appice, 2020: ARIMA, 30]",-1.53677918903797,0.641835233048063,-2.81493507414699,-1.97357755783615,-1.53062662015737,-1.09921813384064,-0.302119818450595,882.312273197083,2640.59103832122,1.00499546433442
"delta[Appice, 2020: VAR, 32]",-1.53895262894279,0.666315661394954,-2.85750286902603,-1.98728575642899,-1.53542998000216,-1.08750915923651,-0.251316394687044,939.228399655024,2723.6736425325,1.00493618817365
"delta[Baquero, 2018: GMM]",-0.940727470702835,0.340894173138511,-1.60398499875693,-1.16501978164093,-0.939585107279991,-0.708580926493267,-0.276586196106371,2241.06427102976,4461.17608596786,1.00162927670209
"delta[Baquero, 2018: Hybrid]",-0.90990314629571,0.349678461701552,-1.59558708562521,-1.14992545097247,-0.912573004484285,-0.666926782892103,-0.235468183619147,2186.4630884931,4483.21432429739,1.0018184629768
"delta[Baquero, 2018: MLP]",-0.719906069531222,0.370457892985419,-1.45248628706406,-0.968416591100607,-0.71860355584915,-0.472159789240902,0.00383607117165282,2522.58814749802,5978.90916374934,1.00160776530437
"delta[Baquero, 2018: SARIMA]",-0.655524941271935,0.359641583858962,-1.35426369523782,-0.90332115770598,-0.648769410503912,-0.411514232105731,0.0424828390745801,2169.109259297,4403.60688484078,1.00147970149558
"delta[Bogado, 2021: RF, 1]",-2.70919489215393,0.546930142588001,-3.80276872940932,-3.08741534353896,-2.70321291153824,-2.32324296618016,-1.67892699205397,506.961807137231,1319.49792114102,1.00672883807654
"delta[Bogado, 2021: LR, 1]",-2.68055879895271,0.547905728691792,-3.77141865233659,-3.05579463790769,-2.6775631535147,-2.29233869547829,-1.64270267699854,508.133058458152,1320.46477210603,1.00670459559388
"delta[Bogado, 2021: LR, 2]",-2.65346796924338,0.547063577397473,-3.74412762651551,-3.02879682641188,-2.64893339973383,-2.2687672430518,-1.61756601894731,509.667048311347,1269.2173807158,1.00662163680086
"delta[Bogado, 2021: LSTM, 1]",-2.65435843036486,0.54697021001652,-3.74830731159066,-3.03026564847548,-2.65257240234815,-2.26961401179705,-1.62205604362856,507.059039493379,1310.65156428513,1.00668867666494
"delta[Bogado, 2021: RF, 2]",-2.6535126491948,0.547333007540482,-3.73945369186942,-3.03058309744118,-2.64877401473606,-2.26719674976329,-1.62070869209388,507.66861536478,1289.91278249442,1.00666726879867
"delta[Bogado, 2021: LSTM, 2]",-2.56117914886127,0.547669627775097,-3.63819525786699,-2.93661652431398,-2.5561611706281,-2.17349728679538,-1.52056083177119,507.912213356073,1281.48599781207,1.00654311133456
"delta[Bogado, 2021: SVM, 1]",-2.48229772220021,0.548309446177646,-3.57153212267207,-2.86014499454318,-2.47954440177212,-2.09261696331928,-1.43904548682188,509.724483882105,1252.72934800918,1.00679352227891
"delta[Bogado, 2021: LSTM, 3]",-2.43477706524054,0.548856770842267,-3.52092422884151,-2.81332947013276,-2.4263406090096,-2.04945827888462,-1.3800754669006,508.952087383672,1352.82607343232,1.00669371962941
"delta[Bogado, 2021: LSTM, 4]",-2.39053484570458,0.548582224276154,-3.47567665128119,-2.7691397581409,-2.38859232382016,-2.00008109605924,-1.34565905085772,510.395302369953,1320.71858798312,1.00668135821307
"delta[Bogado, 2021: RF, 3]",-2.38626153772571,0.549031267492546,-3.468704679784,-2.76458337916416,-2.38790530816627,-1.99341271011177,-1.34290585404001,511.618923168931,1313.78740209437,1.00652584426498
"delta[Bogado, 2021: LR, 3]",-2.35967842293864,0.548949573661388,-3.45181695059237,-2.73833270140457,-2.3534987803462,-1.97615238805454,-1.3149196544281,508.780182121515,1338.92002536737,1.00657836198148
"delta[Bogado, 2021: LR, 4]",-2.35859253326211,0.550021075369513,-3.45708668510599,-2.7348339536026,-2.35649175094327,-1.97288519376959,-1.30825211047871,513.153738835376,1274.38568515827,1.00660408914653
"delta[Bogado, 2021: LSTM, 5]",-2.36246973708815,0.550359373045545,-3.46670816236604,-2.73652827616303,-2.35776275164988,-1.97195080130748,-1.31294945771013,508.698444143788,1284.75166598195,1.00665133089139
"delta[Bogado, 2021: RF, 4]",-2.35871763210474,0.548225911464556,-3.45071610458851,-2.73516640676886,-2.35670267409466,-1.97562622587953,-1.32011385413976,513.000281222647,1331.88199478062,1.00662712230112
"delta[Bogado, 2021: SVM, 2]",-2.35800717161724,0.54826183299874,-3.44578688422147,-2.7337602344157,-2.35675842477552,-1.96525725400423,-1.31388425389055,512.361379993932,1283.65903812325,1.00659090051235
"delta[Bogado, 2021: RF, 5]",-2.33289979588037,0.549277872589098,-3.41960363627813,-2.70531545372791,-2.32968394319551,-1.94434140150279,-1.27952913896677,511.927380826618,1268.32219293554,1.00659379315976
"delta[Bogado, 2021: SVM, 3]",-2.30780802272156,0.549158813973105,-3.40282200322516,-2.6848891949726,-2.30716059231058,-1.92019468271553,-1.27439129123639,511.653164677704,1351.08361406672,1.00652581526525
"delta[Bogado, 2021: SVM, 4]",-2.24211064529156,0.549960905038945,-3.35320842734863,-2.61534907230422,-2.24205919226239,-1.8493068697318,-1.19738627854224,511.280232262473,1427.79892720368,1.00643201768041
"delta[Bogado, 2021: LR, 5]",-2.23278106984704,0.550118274164696,-3.31880204423249,-2.60857042324481,-2.23340412605949,-1.83801261508214,-1.18997467271798,512.266812252699,1233.60681532397,1.00645228522303
"delta[Bogado, 2021: RF, 6]",-2.1349680869534,0.552331176701819,-3.24198567979157,-2.51448377086922,-2.13237053482011,-1.74977664899881,-1.07959175044851,515.797839579066,1292.11405957238,1.00661046462093
